target_id,source,category,source_file,spectral_centroid,spectral_spread,spectral_rolloff,spectral_flatness,roughness,harmonic_tension,inharmonicity,formant_f1,formant_f2,formant_f3,mod_rate,mod_depth,attack_time,decay_time,pitch,best_exciter,best_resonator,best_score,random_score,score_bird_bar,score_bird_chaotic,score_bird_membrane,score_bird_plate_circ,score_bird_plate_rect,score_bird_soundboard,score_bird_tube,score_blow_bar,score_blow_chaotic,score_blow_membrane,score_blow_plate_circ,score_blow_plate_rect,score_blow_soundboard,score_blow_tube,score_bow_bar,score_bow_chaotic,score_bow_membrane,score_bow_plate_circ,score_bow_plate_rect,score_bow_soundboard,score_bow_tube,score_chaos_bar,score_chaos_chaotic,score_chaos_membrane,score_chaos_plate_circ,score_chaos_plate_rect,score_chaos_soundboard,score_chaos_tube,score_mechanical_bar,score_mechanical_chaotic,score_mechanical_membrane,score_mechanical_plate_circ,score_mechanical_plate_rect,score_mechanical_soundboard,score_mechanical_tube,score_noise_bar,score_noise_chaotic,score_noise_membrane,score_noise_plate_circ,score_noise_plate_rect,score_noise_soundboard,score_noise_tube,score_pluck_bar,score_pluck_chaotic,score_pluck_membrane,score_pluck_plate_circ,score_pluck_plate_rect,score_pluck_soundboard,score_pluck_tube,score_shaker_bar,score_shaker_chaotic,score_shaker_membrane,score_shaker_plate_circ,score_shaker_plate_rect,score_shaker_soundboard,score_shaker_tube,score_strike_bar,score_strike_chaotic,score_strike_membrane,score_strike_plate_circ,score_strike_plate_rect,score_strike_soundboard,score_strike_tube,score_vocal_bar,score_vocal_chaotic,score_vocal_membrane,score_vocal_plate_circ,score_vocal_plate_rect,score_vocal_soundboard,score_vocal_tube
0,real,Inharmonic,Inharmonic/Cello/sul_ponticello/Vc-pont-A#2-mf-3c-N.wav,1287.6244012612133,2056.645455370405,689.0625,0.22998796237893204,0.12652179107240888,0.7612180421107761,0.0348077812414212,255.16243019257865,1156.100607632816,2097.7111285181068,0.7320177271998737,0.06706762781967063,0.7832312925170068,6.575056689342404,116.49287963564838,chaos,plate_circ,0.24617962007896388,9.174983225522162,69.9875924416024,12.03218997499358,11.937401765484019,26.810609597690508,21.14159262560417,23.21460163936324,13.11499629774908,0.4224996331080363,1.677397722045579,4.667698971870866,4.680927390145779,6.487370482247313,36.388192229367164,0.5719860729670337,0.7727557869098232,10.456501998648012,50.87331039127604,1.642649599604187,0.9695403348152555,30.449635312041377,5.097539721209952,1.0709795915460296,3.6033968195604995,1.5838776465516813,0.24617962007896388,4.678393823094023,0.7116975951972294,17.91632639195489,1.0423997282679054,18.887060474270466,0.8674334319992254,0.8531388128825089,0.39064464003300675,0.5835219663210461,3.259767013086738,6.35834731397567,8.493604687950523,9.265100213018247,21.04641765986225,1.5989994685888314,0.4297558115325224,6.722711686792445,0.41288034904265847,0.43223142739598447,0.4331210052344861,0.4417412426891411,0.41333739904927336,0.4067313788310253,0.35056814320645885,1.137060762708076,0.8827977246577839,20.681882850780763,2.3240835222313843,2.0135987129514326,0.6683911366546769,3.164821239215351,1.2361413186573713,7.203773265668915,16.877898950370813,1.6566924709502722,1.5144460040186458,0.45963217437690046,0.7667821954889268,0.445270439475841,55.06766001860079,35.20106091359993,0.4573868871097589,20.8515951337645,0.4779605988662033,23.262534135645975
1,real,Inharmonic,Inharmonic/Cello/sul_ponticello/Vc-pont-C#4-mf-1c-N.wav,2412.6346932113,2416.436381605239,2476.318359375,0.21734034907338745,0.07466759668420705,0.4162810379889224,0.02163378189180576,771.9946051959416,1483.7594653726276,1995.6096426508655,1.5645528047107908,0.04051917074530472,1.0675850340136055,5.736961451247166,276.2325434799052,mechanical,chaotic,0.44414408209299705,7.3591827381131765,33.562054082361314,2.3501683946921346,6.6048109688839345,26.02479238408731,7.446802053798379,14.350495611444853,8.312445005280663,0.8544261110507375,5.550620103036162,2.905514990548051,4.335236042242678,27.464765817327585,10.227629066356878,0.6353813636525336,18.089713366587254,1.516355575830332,4.295122166120079,5.424469989546377,30.35693926917958,7.87732144706799,0.4654989595023554,25.861650510605262,1.644938395393647,1.4654871011406492,3.3877578841964815,3.545904937679371,4.022444789592638,6.3054355269132145,14.611121221405602,0.44414408209299705,5.827243140764135,3.643474467302008,1.8805499870517366,2.1367842379444606,0.723725986755814,0.6611193835249153,25.938619213529687,6.452903871867551,4.868274841482969,28.163214982438582,0.8084671213895013,3.0858296716178275,0.635417125393642,34.407260748041104,0.5226810947565953,0.5308240146150137,0.5601753368424673,0.49337047878945983,0.44687628812385355,1.8797052405894017,0.6521254838465016,1.0994316594653661,4.994961801199689,27.153229193736728,0.718534405646672,7.005955413869421,14.680938801104826,2.848628944645554,6.290466816172594,4.485014578658932,0.8457922049056485,0.6770867945122815,0.9194036345650497,7.660087903026408,1.9723373663721095,9.829674778580765,0.617130785689429,17.135935661167185,1.4139972760508348,0.5360937142686953
2,real,Inharmonic,Inharmonic/Cello/sul_ponticello/Vc-pont-D#2-mf-4c-T10u.wav,989.6508578701968,1836.866319859055,258.3984375,0.25627614888363065,0.20808541865158017,0.6787581142977916,0.05017159212796878,320.84081310839247,1021.6855152480534,1999.2468820329125,1.152097810752913,0.10773706326523769,6.006360544217687,1.7659863945578236,77.84589598174767,pluck,chaotic,0.3432186774586178,53.33258775772657,35.82500493165524,30.25618200767349,26.3612769520407,11.264628894609531,26.649485246177086,40.42459694979106,31.241615861705853,3.0759561390427117,0.4608908793486361,10.369608405643495,0.6532859180348461,762.4319990178301,0.36681641130302667,3.9145324405862714,0.8471130093200687,4.386458868060688,20.005037917220623,1.297452944563095,699.0301114960116,11.637674046313949,0.5543672431133158,0.6324637057534155,0.6532240858300443,0.4613842749394345,10.374478758769554,3.3356203877724044,0.3565807403714573,0.4720905615731342,13.033817964441338,11.765786859854153,2.7950480773546387,7.082473166260448,18.657609421780034,0.789587483377628,0.9334275007255911,17.813536472237896,9.038809931997072,1.572693729723215,0.4953792601142672,762.0741018201836,0.8150932091519121,1.0932177164683836,0.5932060835814198,0.3432186774586178,0.5849261744350229,0.35130584215519517,18.17022408621038,0.5671341858673562,0.6852797944179555,2.7941759673056343,14.135457968635222,1.0936817509286632,1.3938617928777097,761.5495257117389,0.5904609567104069,25.16274280830444,2.7620850617095036,2.691844955416579,2.502589557945455,0.8571219024673197,0.5839745858370473,0.4240625415041397,0.621011655530412,0.37207216681315664,9.943421745197185,18.219383603552348,0.3741977352600718,267.5695867323745,0.9047932558398643,12.13927503206129
3,real,Inharmonic,Inharmonic/Cello/sul_ponticello/Vc-pont-E4-mf-2c-T14d.wav,2060.8477152515597,2629.7551992513,1658.056640625,0.23100853989862152,0.07401778135343612,0.7808010142930952,0.028686347467934022,904.1281458605102,1647.5863241318427,2435.333599487194,1.1206863000108132,0.05223332028933925,0.5088548752834468,9.96734693877551,329.54220400096136,bird,plate_rect,0.2345802035368676,4.780910311925884,18.825633939555715,3.695207257786004,3.586422208473615,7.1026226076010746,0.2345802035368676,1.1073724405715601,8.461071966180539,0.745007965790594,2.965919839111097,5.723500432458055,0.7160026275304301,0.8852713023496712,0.7609944884298449,0.5477354133978164,10.158148191459214,5.600224079654453,20.614256473840143,2.414469527746993,2.4283364320741696,13.159346353048496,0.5546767868713628,29.583891793115527,0.5652719514912304,0.729246530753523,10.903207976050743,2.167045579119808,2.1578488369644626,3.082324810410941,3.0217387267782594,0.7044688881698699,0.6985620664623492,1.8489357838642482,0.9260046653027507,0.9394487853130387,6.8041823573793,3.9055801258758387,2.6082811881438555,2.452404393658531,2.2363819535401146,0.5811865052958487,6.302022799340724,1.2980428115053357,0.7353324257749437,27.848283425740412,0.48142488194021144,0.4070648232496155,0.46929726014043494,0.45986750371170765,0.33487528523874005,1.776847913719202,5.087079171639281,4.529623677772624,2.8721571261269783,1.0676097351919034,1.0538224582460292,7.037481732360252,9.567166974884667,1.88365643843762,0.7571337513175784,2.900872194220067,2.3092179131173904,0.49294215072485736,0.6019844141546953,0.4940564859003149,42.95501392387295,0.8632238741239298,3.4042650853126317,17.276492045037063,1.6807373364148044,1.5133127604368495
4,real,Inharmonic,Inharmonic/Cello/sul_ponticello/Vc-pont-F4-mf-2c-T13d.wav,1993.2185842800895,2310.883063439266,2411.71875,0.1998315004283331,0.0414838806300081,0.8719438396577018,0.022573585332775814,708.19591750105,1392.2074952363378,2200.8193719061496,1.6583885957042401,0.029072296263515207,4.943775510204081,5.008616780045352,349.43851309941243,chaos,tube,0.2749293150310376,7.202928873333025,4.440735855816159,3.6787270202540876,2.178636278417974,22.081697251803046,11.592515713236672,6.394408197525815,1.62817335752286,0.34291815894874517,0.9416852116320984,0.3172283125152801,22.4613939738465,23.568501265312676,6.499042091297196,0.3161900317965676,17.07786881366869,4.709274817106814,2.513786351903333,21.60199425471762,35.98736559459764,6.6719043282255415,0.3800437103849836,12.807457258676617,2.489654099088916,4.85284690292585,3.581204035932231,1.491683463370718,3.6174086994757926,0.2749293150310376,7.69229722789166,1.3676712938694695,1.3792207182230027,8.532465279758078,1.2706471759329896,0.537073530047774,0.37898332533782,2.7998788804989827,1.5434847939515834,2.588725177307796,22.050911316140944,25.126880764785504,0.4712642861621791,3.43100504278437,0.4613831005539885,0.5073593246731869,0.4803394474388012,0.762880644990247,0.40152598503976367,6.020129960924994,0.361648028143122,1.2820057400940454,0.458970146799924,1.0949843544042013,23.632585482069036,27.369984541626398,0.6561526792284484,20.50697631705907,12.2979147596004,3.406790051043993,7.865924394324919,25.920929824810457,30.17220920890956,0.6825187723503726,5.839782608642284,2.595463513623444,2.2486048028514483,0.5195681466900359,6.925056522287957,12.645245912067399,2.478552777279859,2.9397509080606996
5,real,Inharmonic,Inharmonic/Cello/sul_ponticello_tremolo/Vc-pont_trem-D3-mf-3c-N.wav,1886.9109215108729,2513.101936163711,1808.7890625,0.18237348701703532,0.2108392496537775,0.4595249550569638,0.14654333692436167,914.4855511961916,1599.3399193606974,2076.157109596444,0.7475902452488268,0.3138564769986645,5.113390022675737,1.5365079365079364,149.35213707580994,bow,chaotic,0.31519435281266883,14.276660450658541,14.888354973432998,41.823187757963645,8.622971822910008,1.5213634764895205,75.1402989696497,0.3384167614698199,29.073390320378348,0.5751605782152165,0.3233208423480143,0.47750189390394865,32.16404840445252,75.70065562341833,26.490161874273483,1.0266548048379194,0.7654804335692871,0.31519435281266883,0.8147814793220943,0.5945965507744709,75.43300814119735,28.294564909245114,0.5560435098545952,0.8773550061775468,29.925251268159563,0.558648997668529,0.3735531868800686,0.6543453336963339,1.8491972127585707,12.042149994377885,14.107428451326465,1.6721966862390165,1.8896434982418533,6.259212901057406,0.7624280350855134,0.6156947496824398,22.497224058255146,3.7691273949758246,17.971113616784255,27.49740014473743,0.7763970009399657,79.73987686480731,1.4410149778497008,0.7385911319743376,0.5386161822025815,0.4966188008657907,0.529576266279541,0.5248473126716885,0.5545362736009772,0.5377799527558863,0.47561066667356483,12.440386240200215,3.8978843712311297,1.3291161798871642,0.6707941108860866,75.76343307523824,0.7782445562353241,27.315430722387095,0.6567259465978775,0.5221055136050926,15.828264553946275,0.6888055140073128,69.32906726818045,0.5201984563459965,0.5245169625112793,1.1017705884578821,39.92686002011017,0.6010008743872548,37.502769908226995,53.47484138982646,0.5129326388333891,11.366489207751847
6,real,Inharmonic,Inharmonic/Cello/sul_ponticello_tremolo/Vc-pont_trem-E5-mf-1c-N.wav,3323.233310517841,3108.9471487836636,3273.046875,0.2658665747061921,0.11060305340715716,0.927112743864721,0.01743956864072461,1094.4256559389844,1956.78945296571,2649.451345923653,12.85722047259812,0.23596167104656707,0.6086281179138322,5.851700680272109,663.1128923419333,mechanical,tube,0.21745923504718737,2.560729413388933,5.075210264802992,7.136113819149827,1.0197626160660946,7.191457370545931,9.772113590526043,2.7650835819563486,0.3899674106970586,1.6657868683277672,0.3896360990707064,0.5441764830463879,7.326075756893743,0.4962514278903956,0.5698636220579889,0.4797479865577162,0.594175403674929,3.9441870768783587,0.5168536948640905,7.211645205943817,1.5559628682829258,0.681346228041432,0.41716512621533136,0.4490253457254788,2.2496752841868215,1.1208437375943079,6.982194098540922,0.4711740460365873,0.3887274227535293,0.43440299686756834,4.023480759006037,1.320194035823011,1.4559325437069526,2.8233558671645813,0.6941841071888388,0.88507909791924,0.21745923504718737,2.2131478587814217,1.0086263135931817,0.5327841315895523,7.216024908500516,0.4484728717555433,24.23364697146609,0.7086000879229777,0.5885066957015069,5.323986843913683,0.6194804116663242,0.5939056841810822,0.8820869282336636,9.700240901068545,0.5607265195728178,0.47254072297170713,6.723206580600045,0.46321536944108116,7.232611660184165,0.42841709118638005,0.8716776592977324,5.989283651380154,0.5636864693455419,1.9740411912789755,0.5201137964040098,0.5225646484084058,1.1599117095956721,0.6008556505455036,0.536873342263311,0.46157981739912907,0.28593002420042,0.43514361478947455,4.7766443479699,0.5206443101906763,3.059417882842647,3.764151189932575
7,real,Inharmonic,Inharmonic/Cello/sul_ponticello_tremolo/Vc-pont_trem-G#3-mf-2c-N.wav,2276.1081141862996,2349.704915512405,2067.1875,0.21818306396229692,0.09731782045109852,0.5079397040143895,0.03348190364087151,1053.7859087057154,1699.7155867183913,2239.7073668476683,13.042629982384849,0.2720524463462841,2.7537528344671203,4.988662131519273,209.3244573639687,chaos,tube,0.21789571906644778,8.083010436096615,40.88463390140253,1.520529865574704,0.7955160409725782,0.39478943194204663,0.6083587684290654,2.994135559527926,7.867725232255804,0.5099000778345758,0.42480918005583496,0.7109411852999905,41.37567747432145,41.20092675784372,0.3871418714457909,0.5826361292086345,0.6789133596470444,2.6483862022395783,0.7943436944849831,41.02026343854056,41.153006959256594,0.6841745658832414,0.516944692492236,0.35810655173056805,2.520150980285558,4.061888248213722,0.4164147717840894,2.675583399813725,0.39913134611992335,0.21789571906644778,0.6240689189461489,3.0050891249172667,1.0210614783710044,6.752792297676214,0.40583662542119414,0.5949178327093834,0.7896195630255356,0.5111737780393727,0.468515044529194,0.6355084687519456,41.44328845765396,41.39948448396059,0.6608078508883787,0.45188232127533345,0.5870779578289024,0.4356922281347158,0.5841947377924981,0.6485970551828873,0.5483108258095918,2.649986911435993,0.4890019729461304,0.7433881156668118,4.525785736374511,0.735248359514726,41.49252089485321,41.37640519838162,0.7682822889214359,38.155923055569815,2.085620971306903,5.506168038005725,1.7210497717404296,0.49096370365319264,41.406992163836435,0.7255500751057737,0.5592468935171903,0.337076532179617,9.705180971625365,0.5143727048741185,3.7435801420977706,27.201952226795655,0.39374884685309314,0.5118404949202897
8,real,Inharmonic,Inharmonic/Contrabass/sul_ponticello_tremolo/Cb-pont_trem-E1-mf-4c-N.wav,852.0695965103093,1773.306036838695,516.796875,0.15372590936972136,0.2497487930490352,0.6264288531094648,nan,466.48560061271576,1212.5737093044952,2180.9689077974517,0.607771797731791,0.10281868715076578,4.275294784580499,7.333333333333334,nan,chaos,chaotic,0.282843131717511,18.515839621322417,2.661216292744979,9.254891522662984,2.8651463062050486,0.6846624700767318,1.1315731125609103,8.509040855227918,3.2916326978391806,1.2456351825645362,3.725336607252561,0.48666958641571906,0.4926273911841848,182.9830775171963,61.21997125175395,10.737436981379542,0.4437856527268353,82.55021159531317,0.5511161764145515,0.6923353419586383,171.5083471145488,43.43262678389645,0.3627625727180111,0.41916556065191407,0.282843131717511,0.36570754691533236,4.214051325710252,0.7331429515280619,0.3935743305838993,1.142684781708091,0.7536733101986395,0.5829127557128178,0.4898617634966866,10.898473974406974,13.6541664388479,0.4743900277768403,0.6707876185183845,12.161713873940034,3.169277907706945,1.1463249494241297,9.369969516735605,177.03099974071426,0.6785636419112573,1.1458676136961026,0.4181646828646443,0.3675081225615677,0.40561419150218414,0.4369921046118956,0.39052463013258415,0.42792862909907403,0.3532513331176474,0.5580108970017542,13.797424218784316,24.323845522347515,0.8138112065615608,181.26784865150267,0.6550966254917635,4.524227889912389,0.4942855676910366,11.767511125615657,1.026163037686523,0.7091340629087851,164.10040746696217,0.540215748319254,0.5450333236054109,3.3613200202722484,10.632032512162084,0.2837035717447018,1.245155394593876,27.836615127844382,3.4296443066959594,12.789047746432646
9,real,Inharmonic,Inharmonic/Contrabass/sul_ponticello_tremolo/Cb-pont_trem-E3-mf-2c-N.wav,1303.7932554699003,2414.17669897211,818.26171875,0.18090443120838276,0.0865209507703928,0.41375312808663617,nan,636.7544066532429,1328.233422673349,2517.2636617768203,1.0199456029011786,0.17053715033707453,4.015884353741496,1.8258503401360544,nan,mechanical,soundboard,0.22319393204231,12.13210927623462,69.26019746334951,6.989672265003486,8.885924146609936,0.2683742743639901,1.0356565299866949,2.950462015216075,1.9407944493806348,0.8347546910374017,0.22669907879139206,0.49815818288603086,72.28599812650052,72.64845929024088,21.088301149771162,0.6918344444038049,0.522441766458451,4.6411795927993325,0.49904376291043673,70.37235018304521,71.44396720450376,0.8219936816373513,0.4303060623996307,0.41677316219062005,2.4180267735942538,3.0781753172102553,1.2529508812327714,0.6448265281043408,0.5946539186473052,0.42551875890199636,1.8199721951545018,22.014923092066265,0.3351607004417271,1.7369015317295255,0.8846655921273153,0.22319393204231,5.7131532172751225,0.8268890180825127,1.0533307098136477,0.8431775956321707,72.17004057019203,72.85018102183697,0.29880978051154233,6.296789286426526,0.5154833071737248,0.5139578144694986,0.49427886359982864,0.5487273289710168,0.5685799305071869,0.5370694557136413,0.44323285888961883,1.2315537000553258,1.4869454449614783,6.255708810991351,72.47797202624355,71.9730416551094,0.8455933117114571,5.571799938534306,0.5492845770016987,4.033709832749253,9.747932028283303,0.44367073161211973,1.5783780313136,0.6299099729905335,0.546554802210968,0.5473924453998068,1.3095747554854706,7.163597748013032,24.09678449301381,9.942643906003703,0.4400797058356541,20.5195099150698
